会社,証券コード,時価総額,PER,前日比 (%),年初来 (%),5年前比 (%),,,
Distoken Acquisition Corp,DIST,35617892.1,109.58,,-0.625,,,3955,35617892.1
CUMBERLAND PHARMACEUTICALS INC,CPIX,35527029.12,,-8.664,6.751054852320664,-51.25240848,,3956,35527029.12
"Glimpse Group, Inc.",VRAR,35439723.15,,-1.515,-21.05263158,,,3957,35439723.15
AWARE INC,AWRE,35198505.54,,1.84,-14.87179487,-52.50357654,,3958,35198505.54
LGL GROUP INC,LGL,35193510.25,77.52,-1.207,9.715242881072044,111.07128505676528,,3959,35193510.25
Achari Ventures Holdings Corp. I,AVHI,35149195.199999996,,,2.8466483011937385,,,3960,35149195.2
Oncocyte Corp,OCX,35017313.76,,-0.952,-12.60504202,-96.51006711,,3961,35017313.76
YCQH Agricultural Technology Co. Ltd,YCQH,34983000,243.04,,30.83048919226391,,,3962,34983000
"GEN Restaurant Group, Inc.",GENK,34931885.04,6.09,-0.42,-4.946524064,,,3963,34931885.04
Ault Disruptive Technologies Corp,ADRT,34928175,,,2.5179856115107953,,,3964,34928175
Grayscale Horizen Trust (ZEN),HZEN,34873800,363.27,-2.857,4.081632653061206,,,3965,34873800
"MiNK Therapeutics, Inc.",INKT,34803978,,5.769,26.273496914908904,,,3966,34803978
"MDWerks, Inc.",MDWK,34636628.24,,,13.333333333333357,6700,,3967,34636628.24
VirnetX Holding Corp,VHC,34606252.16,,2.203,18.216560509554142,,,3968,34606252.16
"ARCA biopharma, Inc.",ABIO,34584343.199999996,,-4,41.176470588235304,-57.74052683,,3969,34584343.2
"Vivakor, Inc.",VIVK,34492685.13420001,,0.529,-15.95081967,-77.21333333,,3970,34492685.13
LianBio,LIAN,34471981.52,,-8.281,-92.86353468,,,3971,34471981.52
"Generations Bancorp NY, Inc.",GBNY,34389227.339999996,,1.927,1.5894039735099312,,,3972,34389227.34
"Hudson Global, Inc.",HSON,34358307.3,,-4.189,-3.601532567,-3.230769231,,3973,34358307.3
"KORE Group Holdings, Inc.",KORE,34356879.12,,-4.265,-37.26708075,,,3974,34356879.12
"Science 37 Holdings, Inc.",SNCE,34326696.44,,,,,,3975,34326696.44
Bannix Acquisition Corp.,BNIX,34213463.48,,3.534,7.205341521762421,,,3976,34213463.48
Hubilu Venture Corp,HBUV,34108262.5,,,,154.9019607843137,,3977,34108262.5
Pineapple Energy Inc.,PEGY,34073868.379999995,,3.086,-99.24774775,-99.97422585,,3978,34073868.38
Incannex Healthcare Inc.,IXHL,34050665.76,,4.324,-8.962264151,,,3979,34050665.76
THUMZUP MEDIA Corp,TZUP,34037669.75,,-0.412,5.6851311953352734,,,3980,34037669.75
Nevada Canyon Gold Corp.,NGLD,34028231.58,,21.154,69.86855409504548,320,,3981,34028231.58
"SELLAS Life Sciences Group, Inc.",SLS,33985993.480000004,,7.855,1.9230769230769198,-65.01650165,,3982,33985993.48
GOLD RESOURCE CORP,GORO,33954746.83,,-6.288,54.802259887005675,-93.07003891,,3983,33954746.83
"DYNARESOURCE, INC.",DYNR,33842459.9,183.27,-3.361,14.999999999999986,101.75438596491227,,3984,33842459.9
"Akili, Inc.",AKLI,33829812.86,,,-11.31184562,,,3985,33829812.86
U S GLOBAL INVESTORS INC,GROW,33696807.57,18.47,0.83,-0.409836066,77.42030871133719,,3986,33696807.57
P3 Health Partners Inc.,PIII,33549839.387999997,,-4.806,-8.403734993,,,3987,33549839.39
"KALA BIO, Inc.",KALA,33423507.75,,3.424,4.466858789625363,-97.44463028,,3988,33423507.75
Connexa Sports Technologies Inc.,CNXA,33258670.5,,38.889,637.8258730939498,,,3989,33258670.5
Lexaria Bioscience Corp.,LEXX,33159928.599999998,,-3.797,-9.523809524,-87.33333333,,3990,33159928.6
KeyStar Corp.,KEYR,33104950,,,-33.61344538,,,3991,33104950
"BLUE BIOFUELS, INC.",BIOF,32906237.56,171.02,-3.884,-3.105310531,53.78571428571425,,3992,32906237.56
"Neoleukin Therapeutics, Inc.",NLTX,32798674.490000002,,1.453,585.6581532416503,51.08225108225108,,3993,32798674.49
Mountain Crest Acquisition Corp. V,MCAG,32792645.200000003,,,,,,3994,32792645.2
"5E Advanced Materials, Inc.",FEAM,32581673.189999998,,-4.251,-26.09375,,,3995,32581673.19
"SAB Biotherapeutics, Inc.",SABS,32579337.22,,-0.843,-6.963259712,,,3996,32579337.22
Cannabist Co Holdings Inc.,CBSTF,32455437.876000002,,1.159,5.757575757575765,-97.86544343,,3997,32455437.88
NEUROONE MEDICAL TECHNOLOGIES Corp,NMTC,32383921.5,,0.952,27.134035597529987,-84.9137931,,3998,32383921.5
Fathom Holdings Inc.,FTHM,32346964.65,,2.878,-6.535947712,,,3999,32346964.65
Maquia Capital Acquisition Corp,MAQC,32183541.3,,,1.8018018018018012,,,4000,32183541.3
DallasNews Corp,DALN,32175277.330000002,,-3.414,-8.613728129,-30.5632466,,4001,32175277.33
CREDITRISKMONITOR COM INC,CRMZ,32167203,23.01,,-0.826446281,100,,4002,32167203
"FUEL TECH, INC.",FTEK,31936603.92,,2.97,-0.952380952,12.73712737127373,,4003,31936603.92
BATTALION OIL CORP,BATL,31925732.22,1.39,2.105,12.79069767441861,-86.97986577,,4004,31925732.22
"Rent the Runway, Inc.",RENT,31900997.12,,1.362,0.705882353,,,4005,31900997.12
Antiaging Quantum Living Inc.,AAQL,31794700,,,,,,4006,31794700
"NETWORK-1 TECHNOLOGIES, INC.",NTIP,31790421.06,,1.277,3.7593984962405784,-41.02564103,,4007,31790421.06
"COMSCORE, INC.",SCOR,31690809.360000003,,-0.308,10.958904109589042,-93.82857143,,4008,31690809.36
Acasti Pharma Inc.,ACST,31675991.48,,-0.882,16.608996539792372,-96.26551418,,4009,31675991.48
Silvergate Capital Corp,SICP,31658603,,42.857,233.33333333333337,,,4010,31658603
Enviva Inc.,EVA,31273646.23,,,-57.84294035,-98.63612736,,4011,31273646.23
"SurgePays, Inc.",SURG,31250397.85,,-1.899,-12.92134831,-91.26760563,,4012,31250397.85
"HeartCore Enterprises, Inc.",HTCR,31191357.53,6.34,-12.353,-17.90633609,,,4013,31191357.53
"LISATA THERAPEUTICS, INC.",LSTA,31145090.13,,-0.269,24.496644295302005,-92.35445647,,4014,31145090.13
"PRECISION OPTICS CORPORATION, INC.",POCI,31052331.299999997,,,1.4522821576763363,-16.8409775,,4015,31052331.3
DZS INC.,DZSI,31031518.400000002,,,14.285714285714306,-92.24054316,,4016,31031518.4
"MDB Capital Holdings, LLC",MDBH,30891943.68,,-0.16,-0.952380952,,,4017,30891943.68
Verrica Pharmaceuticals Inc.,VRCA,30885418.45,,5.795,-3.242857143,-95.73488665,,4018,30885418.45
TECHPRECISION CORP,TPCS,30873217,,1.756,-12.05205479,-51.36212121,,4019,30873217
Greenland Technologies Holding Corp.,GTEC,30859583.1,,3.653,17.01030927835052,-49.88962472,,4020,30859583.1
INTERGROUP CORP,INTG,30824025.66,,2.155,-0.350385424,-61.17936118,,4021,30824025.66
Fisker Inc.,FSR,30766823.56,,-28.165,-94.87714286,-99.08520408,,4022,30766823.56
"Superior Drilling Products, Inc.",SDPI,30695152.4,,,41.456582633053216,7.894455721,,4023,30695152.4
"PARKS AMERICA, INC",PRKA,30480057.527500004,,,-1.829268293,91.66666666666669,,4024,30480057.53
Clover Leaf Capital Corp.,CLOE,30440055.610000003,,,-0.160128102,,,4025,30440055.61
"PCS Edventures!, Inc.",PCSV,30412195.45,9.09,,2.0833333333333286,380.3921568627451,,4026,30412195.45
"Omega Therapeutics, Inc.",OMGA,30396050.937000003,,-3.038,-26.36802575,,,4027,30396050.94
Four Leaf Acquisition Corp,FORL,30278681.36,41.95,0.18,0.18018018,,,4028,30278681.36
"Lightstone Value Plus REIT IV, Inc.",LTSV,30278499.999999996,,,,,,4029,30278500
NETSOL TECHNOLOGIES INC,NTWK,30178831.83,14.97,-1.128,0.3816793893129784,-31.15183246,,4030,30178831.83
"Beyond Air, Inc.",XAIR,30138338.029999997,,11.571,16.45746164574618,-93.75,,4031,30138338.03
ATLANTIC AMERICAN CORP,AAME,30110042.81,,-1.751,-4.155844156,-22.31578947,,4032,30110042.81
"Marathon Bancorp, Inc.",MBBC,30053576.96,,,0.5714285714285836,,,4033,30053576.96
"Flux Power Holdings, Inc.",FLUX,30028437,,1.124,13.924050632911403,-80.21978022,,4034,30028437
IM Cannabis Corp.,IMCC,29848057.34,,-1.998,-6.151602248,,,4035,29848057.34
"MARINUS PHARMACEUTICALS, INC.",MRNS,29794717.317800004,,-0.222,0.8970285927863983,-94.13152174,,4036,29794717.32
"GREYSTONE LOGISTICS, INC.",GLGI,29693686.05,8.21,0.962,-0.943396226,128.26086956521738,,4037,29693686.05
"Skkynet Cloud Systems, Inc.",SKKY,29688689.872656003,341.65,-5.314,-10.61632,88.09696969696972,,4038,29688689.87
LIVE VENTURES Inc,LIVE,29645614.5,,2.041,1.822079314040721,19.49685534591194,,4039,29645614.5
Chavant Capital Acquisition Corp.,CLAY,29623201.92,,,4.407443682664052,,,4040,29623201.92
"NAUTILUS, INC.",NLS,29608217.95,,11.195,-46.37908497,-92.90924806,,4041,29608217.95
Linktory Inc.,LKRY,29600000,,,,,,4042,29600000
CXApp Inc.,CXAI,29463625.54,,-5.291,-1.648351648,,,4043,29463625.54
Data Storage Corp,DTST,29285007.28,181.37,-3.356,-1.300236407,-97.86989796,,4044,29285007.28
Aquaron Acquisition Corp.,AQU,29238080.479999997,164.01,,-0.41356493,,,4045,29238080.48
IntelGenx Technologies Corp.,IGXT,29167902.03,,,,-64.46808511,,4046,29167902.03
"Unity Biotechnology, Inc.",UBX,29151105.5,,2.367,77.181483,-97.72368421,,4047,29151105.5
ProMIS Neurosciences Inc.,PMN,29096648.02,,-2.187,-6.087782233,-91.67508418,,4048,29096648.02
Cambium Networks Corp,CMBM,29091122.240000002,,5.102,59.739454094292796,-88.30874007,,4049,29091122.24
"Dare Bioscience, Inc.",DARE,29059299.259999998,,0.3,7.051282051282044,-82.81893004,,4050,29059299.26
Workhorse Group Inc.,WKHS,28916583.8,,-0.927,1.0888252148997282,-99.00056657,,4051,28916583.8
GEE Group Inc.,JOB,28885096.42,,-6.117,27.536231884057983,-32.30769231,,4052,28885096.42
Qomolangma Acquisition Corp.,QOMO,28880544,351.3,,,,,4053,28880544
"Cadrenal Therapeutics, Inc.",CVKD,28862615.4,,-4.396,20.08281573498965,,,4054,28862615.4
NextPlat Corp,NXPL,28818986.610000003,,1.835,2.7777777777777857,-92.47457627,,4055,28818986.61
"QSAM Biosciences, Inc.",QSAM,28807731.3,,,36.065573770491824,55233.333333333336,,4056,28807731.3
Kun Peng International Ltd.,KPEA,28760000.000000004,,-10.125,-10.125,67.20930232558143,,4057,28760000
PHP Ventures Acquisition Corp.,PPHP,28749221.73,,,-1.6,,,4058,28749221.73
TSR INC,TSRI,28682866.560000002,16.464865868954373,,47.76366648260631,190.8695652173913,,4059,28682866.56
Mogo Inc.,MOGO,28646266.13,,2.041,-8.088235294,-85.17200474,,4060,28646266.13
"VWF Bancorp, Inc.",VWFB,28609577.099999998,,-0.4,-0.333555704,,,4061,28609577.1
Fundamental Global Inc.,FGF,28546223.08,4.03,15.028,3.5775065251994107,-84.25575679,,4062,28546223.08
"Envoy Medical, Inc.",COCH,28545259.65,,-6,-1.398601399,,,4063,28545259.65
Sow Good Inc.,SOWG,28379724.76,15.82,1.095,35.78431372549019,-48.7037037,,4064,28379724.76
NORTECH SYSTEMS INC,NSYS,28366998.659999996,6.26,0.882,-0.003887118,108.00064684360535,,4065,28366998.66
COGNITION THERAPEUTICS INC,CGTX,28327422.990999997,,-1.8,-2.780550406,,,4066,28327422.99
Odysight.ai Inc.,SCTC,28190295,,-10,-11.47540984,,,4067,28190295
SUMMER ENERGY HOLDINGS INC,SUME,28042901.92,,,4.761904761904773,-41.33333333,,4068,28042901.92
Blue World Acquisition Corp,BWAQ,27993523.040000003,12.829854205384745,,-61.52450091,,,4069,27993523.04
CURIS INC,CRIS,27856288.53,,3.459,7.516339869,-90.49132948,,4070,27856288.53
Microbot Medical Inc.,MBOT,27769039.24,,-7.865,46.42857142857139,-86.49093904,,4071,27769039.24
"Vivos Therapeutics, Inc.",VVOS,27754622,,-3.529,33.799533799533805,,,4072,27754622
Worldwide Webb Acquisition Corp.,WWAC,27740343.1,,-63.194,-74.01960784,,,4073,27740343.1
IRIDEX CORP,IRIX,27616390.799999997,,1.84,-1.19047619,-51.74418605,,4074,27616390.8
"ORION ENERGY SYSTEMS, INC.",OESX,27612037.98,,-0.012,4.874390701162341,-80.39485981,,4075,27612037.98
Voip-pal.com Inc,VPLM,27549584.09,,-3.797,8.571428571,-57.84803106,,4076,27549584.09
Viewbix Inc.,VBIX,27533591.8,,,1.5625,-58.83991895,,4077,27533591.8
Australian Oilseeds Holdings Ltd,COOT,27404440.36,,1.733,-0.840336134,,,4078,27404440.36
"China Green Agriculture, Inc.",CGA,27363641.58,,0.508,-34.65346535,-40.54054054,,4079,27363641.58
Lordstown Motors Corp.,RIDEQ,27279992.52,,-5.263,42.5,,,4080,27279992.52
EMCORE CORP,EMKR,27199860,,0.671,,-91.30434783,,4081,27199860
"LUDWIG ENTERPRISES, INC.",LUDG,27185177.360000003,,,15.705291815552158,381.5864023,,4082,27185177.36
QUAINT OAK BANCORP INC,QNTO,27124689.500000004,,,-0.961538462,-29.45205479,,4083,27124689.5
Worksport Ltd,WKSP,27114239.728800002,,0.195,-10.52173913,-30.37889039,,4084,27114239.73
Good Times Restaurants Inc.,GTIM,27107807.1,14.43,2.834,-1.930501931,45.42539791595098,,4085,27107807.1
SERVOTRONICS INC,SVT,27026371.12,190.33,,-4.565625225,1.2535885167464187,,4086,27026371.12
OXBRIDGE RE HOLDINGS Ltd,OXBR,26928570.18,,9.355,4.962989928406756,332.5,,4087,26928570.18
"Accelerate Diagnostics, Inc",AXDX,26796889.540000003,,-4.464,-10.83333333,-99.40605051,,4088,26796889.54
DATA I,DAIO,26784455.099999998,12.75,,4.693140794223822,-31.76470588,,4089,26784455.1
"MARKETWISE, INC.",MKTW,26757179.235999998,0.39,-10.119,6.114537444933916,,,4090,26757179.24
"Xos, Inc.",XOS,26577128.64,,3.762,2.1604938271604794,,,4091,26577128.64
"HYDROFARM HOLDINGS GROUP, INC.",HYFM,26565340.87,,-2.125,-0.74137931,,,4092,26565340.87
"GameSquare Holdings, Inc.",GAME,26559172.73,,1.712,-1.375507483,-99.52073027,,4093,26559172.73
"Cyber Enviro-Tech, Inc.",CETI,26496387.23,,-9.269,6.5108695652173765,1260.9722222222222,,4094,26496387.23
"Ocuphire Pharma, Inc.",OCUP,26485992,,-12.03,-61.12956811,-84.765625,,4095,26485992
INTERNATIONAL ISOTOPES INC,INIS,26439448.47,,1,46.802325581395365,1,,4096,26439448.47
iPower Inc.,IPW,26433674.52,,-0.825,0.984630163,,,4097,26433674.52
"CREATIVE REALITIES, INC.",CREX,26430047.27,35.29,1.606,3.265306122448976,-44.17229357,,4098,26430047.27
DURECT CORP,DRRX,26382579.65,,2.151,13.319999999999993,-96.65393701,,4099,26382579.65
AmBase Corp,ABCP,26330845.41,,0.649,-3.125,15.263060048336115,,4100,26330845.41
Athena Technology Acquisition Corp. II,ATEK,26328750,19.66,,,,,4101,26328750
"IGC Pharma, Inc.",IGC,26325042.222599998,,,1.1607142857142776,-54.68,,4102,26325042.22
CPS TECHNOLOGIES CORP,CPSH,26291987.6,,2.841,12.422360248447205,76.39606276191404,,4103,26291987.6
Paramount Gold Nevada Corp.,PZG,26291408.12,,10.472,16.286549707602333,-49.01282051,,4104,26291408.12
"Koil Energy Solutions, Inc.",KLNG,26262988.240000002,21.85,10.417,-8.225108225,190.41095890410958,,4105,26262988.24
Li-Cycle Holdings Corp.,LICY,26238529.939999998,,,-36.87150838,,,4106,26238529.94
"Laredo Oil, Inc.",LRDC,26209962.63,,4.817,21.807954175170224,1591.0714285714284,,4107,26209962.63
NATURAL ALTERNATIVES INTERNATIONAL INC,NAII,26096855.38,,-0.237,-2.320185615,-53.40910348,,4108,26096855.38
"LL Flooring Holdings, Inc.",LL,26041990.14,,0.452,-78.36410256,-89.58271605,,4109,26041990.14
CVD EQUIPMENT CORP,CVV,26013347.639999997,,1.34,-14.09090909,0.5319148936170137,,4110,26013347.64
"iBio, Inc.",IBIO,25893000.1,,-0.352,15.510204081632637,-97.66115702,,4111,25893000.1
Grayscale Zcash Trust (ZEC),ZCSH,25430350,,10.887,-4.347826087,,,4112,25430350
FEMASYS INC,FEMY,25417299.48,,,0.9090909090909065,,,4113,25417299.48
"Co-Diagnostics, Inc.",CODX,25384152.84,,2.528,6,-25,,4114,25384152.84
ELECTRAMECCANICA VEHICLES CORP.,SOLO,25356937.67,,,,-91.19502075,,4115,25356937.67
"Brilliant Earth Group, Inc.",BRLT,25342146.6,5.97,3.333,-11.42857143,,,4116,25342146.6
Motomova Inc,MTMV,24948000.000000004,,,,10900,,4117,24948000
JONES SODA CO,JSDA,24911546.9,,4.829,32.71604938271605,-25.60553633,,4118,24911546.9
TRIO-TECH INTERNATIONAL,TRT,24864284.25,34.92,-2.5,0.688468158,14.708131531990816,,4119,24864284.25
CEL SCI CORP,CVM,24757174,1.88,0.902,0.6751687921980647,-95.90020367,,4120,24757174
PAID INC,PAYD,24627577,15.67,,1.8333333333333286,9.892086330935257,,4121,24627577
Keyarch Acquisition Corp,KYCH,24588999.7,,,-62.28116174,,,4122,24588999.7
Kentucky First Federal Bancorp,KFFB,24543180.025000002,,1.167,1.712523878146044,-61.10420485,,4123,24543180.03
"Real Good Food Company, Inc.",RGF,24384670,,-65.162,225.8602711157456,,,4124,24384670
VASO Corp,VASO,24269277.495750003,,20.217,15.30442035029192,371.8430034129693,,4125,24269277.5
MEXCO ENERGY CORP,MXC,24265560,19.92,-1.249,5.141843971631204,199.20345279775404,,4126,24265560
"Tipmefast, Inc.",TMEF,24248000,,,0.4640371229698559,,,4127,24248000
"SPI Energy Co., Ltd.",SPI,24207981.49,,-10.42,98.59994814622766,-61.89812973,,4128,24207981.49
Pluri Inc.,PLUR,24013419.84,,-2.483,1.052631579,-86.5,,4129,24013419.84
MOBIVITY HOLDINGS CORP.,MFON,23958475.020000003,,-1.449,-17.41559388,-67.9245283,,4130,23958475.02
Newpoint Financial Corp,NPFC,23942403.75,,,,Infinity,,4131,23942403.75
EzFill Holdings Inc,EZFL,23911487.6,,1.05,24.19354838709677,,,4132,23911487.6
"BioAtla, Inc.",BCAB,23834367.49,,1.461,-16.61028417,,,4133,23834367.49
"CKX LANDS, INC.",CKX,23798369.196000002,51.77,-1.753,-6.821428571,24.898936170212778,,4134,23798369.2
"NEXGEL, INC.",NXGL,23767719.5,,-3.047,-21.52466368,,,4135,23767719.5
"DOMO, INC.",DOMO,23694164.34,,1.966,2.5423728813559308,-70.92511013,,4136,23694164.34
DarioHealth Corp.,DRIO,23662870.369999997,,6.736,-11.71606666,-90.74617313,,4137,23662870.37
Chemomab Therapeutics Ltd.,CMMB,23646597.68,,9.744,18.23204419889504,-91.14238411,,4138,23646597.68
RETRACTABLE TECHNOLOGIES INC,RVP,23578506.43,,0.498,14.410226612434627,-51.38271605,,4139,23578506.43
WVS FINANCIAL CORP,WVFC,23569602.8,,-2.883,-3.461538462,-25.33027372,,4140,23569602.8
"United States 12 Month Natural Gas Fund, LP",UNL,23532000.000000004,,-4.207,8.690330477356184,8.176590975538446,,4141,23532000
American Strategic Investment Co.,NYC,23452880.725999996,,0.042,3.6949352179034065,,,4142,23452880.73
Lipocine Inc.,LPCN,23370497.8,,-1.798,-10.45081967,-54.89404746,,4143,23370497.8
WILLAMETTE VALLEY VINEYARDS INC,WVVI,23333286.3,,-0.674,40.29850746268659,-32.56814921,,4144,23333286.3
Genie Energy Ltd.,GNE,23268538.279999997,5.34,-0.938,-5.19563823,92.69882659713167,,4145,23268538.28
Sphere 3D Corp.,ANY,23149684.87,,6.863,15.441643719550939,-82.20408163,,4146,23149684.87
Concord Acquisition Corp II,CNDA,23144987.26,,,0.085632731,,,4147,23144987.26
Texas Mineral Resources Corp.,TMRC,23122412.06,,0.397,23.950419832067183,-62.42424242,,4148,23122412.06
"Financial Gravity Companies, Inc.",FGCO,23038962.38,,,-16.35,23.620689655172413,,4149,23038962.38
Focus Impact Acquisition Corp.,FIAC,23020109.909999996,,,-81.54269972,,,4150,23020109.91
"Cyclo Therapeutics, Inc.",CYTH,23014444,,2.367,35.59322033898306,-95.84307612,,4151,23014444
"Ankam, Inc.",ANKM,22835895.63,,,,,,4152,22835895.63
DAVIDsTEA Inc.,DTEAF,22821514.41,,9.059,111.12460529511782,-44.63694268,,4153,22821514.41
Freedom Internet Group Inc.,FIGI,22820954.65,,,,,,4154,22820954.65
"Equillium, Inc.",EQ,22813868.295700002,,-8.001,-13.94012296,-86.03253796,,4155,22813868.3
"Forte Biosciences, Inc.",FBRX,22806170.4,,-1.266,-31.30779392,-92.62934089,,4156,22806170.4
"MSP Recovery, Inc.",LIFW,22774784.76,,1.274,-29.95594714,,,4157,22774784.76
Longeveron Inc.,LGVN,22699709,,-3.409,-1.734104046,,,4158,22699709
"TOMI Environmental Solutions, Inc.",TOMZ,22575149.719499998,,2.536,7.419047619047618,40.84665334665334,,4159,22575149.72
"Edgio, Inc.",EGIO,22554680.700000003,,300,-99.27007299,-99.91987179,,4160,22554680.7
"AmpliTech Group, Inc.",AMPG,22515950.029999997,,-18.474,-60.50583658,19.411764705882348,,4161,22515950.03
SIFCO INDUSTRIES INC,SIF,22458985.64,,1.961,2.6798307475317245,-17.25580232,,4162,22458985.64
LION COPPER & GOLD CORP.,LCGMF,22400113.89,,-0.457,2.4436090225564016,10.695860584149173,,4163,22400113.89
"Pulmatrix, Inc.",PULM,22315461.35,,-0.489,-12.46418338,-80.29032258,,4164,22315461.35
Dune Acquisition Corp,DUNE,22252943.7,,-11.958,-57.54672481,,,4165,22252943.7
"Kairos Pharma, LTD.",KAPA,22224938.05,,-2.26,13.815789473684205,,,4166,22224938.05
INNSUITES HOSPITALITY TRUST,IHT,22171617.049999997,,1.2,17.08626435,64.28571428571428,,4167,22171617.05
"Clean Energy Technologies, Inc.",CETY,22085813.09,,6.254,-19.98060626,-41.5477381,,4168,22085813.09
"SSB Bancorp, Inc.",SSBP,21994193.150000002,,,-8.095238095,19.43069306930694,,4169,21994193.15
GD Culture Group Ltd,GDC,21970534.22,,1.412,4.095238095238102,-95.66699703,,4170,21970534.22
Journey Medical Corp,DERM,21960000,,-3.43,-6.393861893,,,4171,21960000
"Marker Therapeutics, Inc.",MRKR,21951785.4,,-7.519,-20.90032154,-92.43076923,,4172,21951785.4
"EXICURE, INC.",XCUR,21875292.61,,13.273,-26.33504023,-97.29301075,,4173,21875292.61
HOUSTON AMERICAN ENERGY CORP,HUSA,21854510.11,,-2.907,29.457364341085253,-21.41176471,,4174,21854510.11
Chilean Cobalt Corp.,COBA,21751072.5,,,,,,4175,21751072.5
"TENAX THERAPEUTICS, INC.",TENX,21713367.66,0.98,-0.553,2.9014539579967646,-99.69376923,,4176,21713367.66
"SCI Engineered Materials, Inc.",SCIA,21698603.25,10.86,-8.478,3.260869565217405,305.98290598290606,,4177,21698603.25
Eterna Therapeutics Inc.,ERNA,21690403.83,,-5.969,43.60544217687078,-99.56544115,,4178,21690403.83
"SHF Holdings, Inc.",SHFS,21545577.549000002,3.69,1.815,-14.05729514,,,4179,21545577.55
SUNPOWER CORP,SPWR,21513541.62,,-5.466,-97.45755694,-98.4837784,,4180,21513541.62
"KIRKLAND'S, INC",KIRK,21513424.88,,-0.606,1.2345679012345556,28.125,,4181,21513424.88
INTRUSION INC,INTZ,21509576.07,,24.186,-13.17073171,-97.81147541,,4182,21509576.07
"IN8BIO, INC.",INAB,21498532.839799996,,-2.112,15.318818040435474,,,4183,21498532.84
"NextCure, Inc.",NXTC,21453119.944000002,,-2.915,-0.648508431,-98.56231231,,4184,21453119.94
"Cardio Diagnostics Holdings, Inc.",CDIO,21416923.38,,-6.924,-42.24645583,,,4185,21416923.38
CareView Communications Inc,CRVW,21364196.569319997,,,-0.29972752,422.71428571428567,,4186,21364196.57
"GeoVax Labs, Inc.",GOVX,20948073.180000003,,-0.893,-10.12145749,-99.47142857,,4187,20948073.18
Pacific Green Technologies Inc.,PGTK,20938289.6,,,-21.18226601,-87.69230769,,4188,20938289.6
"Aprea Therapeutics, Inc.",APRE,20917311.18,,2.769,16.981762917933125,-99.54678521,,4189,20917311.18
"Onconova Therapeutics, Inc.",ONTX,20904692.98,,-0.47,33.48980686695279,-97.97084608,,4190,20904692.98
COFFEE HOLDING CO INC,JVA,20893472.34,18.58,-2.66,7.017543859649123,-9.680921946,,4191,20893472.34
"Kartoon Studios, Inc.",TOON,20761795.01,,-0.436,-11.06779661,-84.56764706,,4192,20761795.01
"Yale Transaction Finders, Inc.",YTFD,20744010,,,,2247.0588235294117,,4193,20744010
MANNATECH INC,MTEX,20732954,,-1.786,-18.09381981,-26.2403457,,4194,20732954
PALATIN TECHNOLOGIES INC,PTN,20721057.02,,-1.852,-4.504504505,-94.19178082,,4195,20721057.02
AMERICAN SHARED HOSPITAL SERVICES,AMS,20672400,5.05,3.871,0.9404388714733756,31.86993201736422,,4196,20672400
VITASPRING BIOMEDICAL CO. LTD.,VSBC,20652003,,-99.333,-99.33333333,-76.19047619,,4197,20652003
"HUMBL, INC.",HMBL,20624340,,-5.263,5.882352941176478,22400,,4198,20624340
Redwoods Acquisition Corp.,RWOD,20595861,,-60.339,-78.13084112,,,4199,20595861
Healthcare Integrated Technologies Inc.,HITC,20547266.99,,5.886,27.95163584637268,-55.025,,4200,20547266.99
"Athira Pharma, Inc.",ATHA,20510076.319199998,,-0.094,-9.596045679,,,4201,20510076.32
"BIOFORCE NANOSCIENCES HOLDINGS, INC.",BFNH,20490228.5,,20.172,104.9780380673499,-40.42553191,,4202,20490228.5
Feutune Light Acquisition Corp,FLFV,20444462.08,,-69.632,-76.31822387,,,4203,20444462.08
C21 Investments Inc.,CXXIF,20426596.57,,-1.021,-12.75,-66.77456207,,4204,20426596.57
"Global Warming Solutions, Inc.",GWSO,20328439.72,,8.772,12.72727272727272,42658.620689655174,,4205,20328439.72
"MachTen, Inc.",MACT,20288923.400000002,,,-12.05673759,,,4206,20288923.4
"Gyrodyne, LLC",GYRO,20277619.76,,2.217,2.217294900221731,-51.43534369,,4207,20277619.76
IX Acquisition Corp.,IXAQ,20222960.03,,,4.705882352941188,,,4208,20222960.03
Renalytix plc,RNLX,20177785.31,,5.663,-46.8974359,,,4209,20177785.31
"Cocrystal Pharma, Inc.",COCP,20093235.25,,-1.741,-2.227722772,-74.28385417,,4210,20093235.25
"SMITH MICRO SOFTWARE, INC.",SMSI,20042480.04,,,-13.74045802,-97.18063872,,4211,20042480.04
Cosmos Health Inc.,COSM,20016902.41,,2.683,28.161434977578494,,,4212,20016902.41
"Liberty TripAdvisor Holdings, Inc.",LTRPA,19996736.737999998,0.51,2.004,7.610993657505276,-96.68187744,,4213,19996736.74
"BioSig Technologies, Inc.",BSGM,19992517.639999997,,-1.695,-22.14765101,-97.86372007,,4214,19992517.64
Phoenix Plus Corp.,PXPC,19961970,,,-38.08049536,,,4215,19961970
"CATALYST BIOSCIENCES, INC.",CBIO,19944413.28,,-2.56,-0.436018957,-94.25382932,,4216,19944413.28
"Neuraxis, INC",NRXS,19893646.95,,11.328,21.27659574468086,,,4217,19893646.95
"PetVivo Holdings, Inc.",PETV,19814305.8,,5.556,53.22580645,-51.53061224,,4218,19814305.8
"GOLDENWELL BIOTECH, INC.",GWLL,19800000,,,,,,4219,19800000
"Xenous Holdings, Inc.",XITO,19766500,,,,-27.77777778,,4220,19766500
