city,male,female,population,births ,deaths,marriage,divorce
0773県南保健所　　　　 ,68623,68741,137364,4204,9154,2557,1071
0774会津保健所　　　　 ,110769,119948,230717,6778,19035,3858,1636
0775相双保健所　　　　 ,63170,55548,118718,4292,12032,2957,1284
07201福島市　　　　　　,137383,143328,280711,8617,17217,5382,1948
07202会津若松市　　　　,55716,60802,116518,3797,8039,2161,907
07203郡山市　　　　　　,160487,164341,324828,11347,17683,7284,2909
07204いわき市　　　　　,162248,167868,330116,9757,21818,6231,2822
07205白河市　　　　　　,29428,29433,58861,1849,3510,1170,462
07207須賀川市　　　　　,36615,37974,74589,2497,4486,1382,543
07208喜多方市　　　　　,21373,23171,44544,1300,4144,738,314
07209相馬市　　　　　　,17474,17198,34672,1079,2334,673,288
07210二本松市　　　　　,26166,27044,53210,1502,3960,864,361
07211田村市　　　　　　,17212,17639,34851,834,3019,500,203
07212南相馬市　　　　　,30825,27734,58559,1455,4417,1095,442
07213伊達市　　　　　　,28171,29659,57830,1376,4620,739,331
07214本宮市　　　　　　,14942,15108,30050,947,1850,551,234
07301桑折町　　　　　　,5482,5942,11424,271,1089,136,73
07303国見町　　　　　　,4105,4475,8580,127,689,71,53
07308川俣町　　　　　　,5941,6120,12061,203,1275,145,65
07322大玉村　　　　　　,4398,4455,8853,376,523,179,74
07342鏡石町　　　　　　,6012,6256,12268,421,712,250,108
07344天栄村　　　　　　,2533,2605,5138,137,521,81,42
07362下郷町　　　　　　,2600,2649,5249,84,589,50,35
07364檜枝岐村　　　　　,259,245,504,14,27,7,2
07367只見町　　　　　　,1962,2052,4014,97,444,43,18
07368南会津町　　　　　,7093,7290,14383,281,1451,210,91
07402北塩原村　　　　　,1277,1244,2521,54,207,35,23
07405西会津町　　　　　,2782,2950,5732,123,710,69,37
07407磐梯町　　　　　　,1599,1714,3313,101,248,49,15
07408猪苗代町　　　　　,6508,6980,13488,311,1218,201,74
07421会津坂下町　　　　,7190,7751,14941,401,1308,225,105
07422湯川村　　　　　　,1485,1588,3073,94,236,30,18
07423柳津町　　　　　　,1500,1574,3074,64,357,38,16
07444三島町　　　　　　,711,733,1444,22,204,20,6
07445金山町　　　　　　,904,947,1851,26,320,19,1
07446昭和村　　　　　　,623,619,1242,25,198,17,6
07447会津美里町　　　　,9101,9875,18976,460,1846,256,114
07461西郷村　　　　　　,10504,10043,20547,762,1217,452,175
07464泉崎村　　　　　　,3020,3075,6095,168,415,80,48
07465中島村　　　　　　,2368,2482,4850,136,348,63,35
07466矢吹町　　　　　　,8559,8565,17124,545,1138,340,136
07481棚倉町　　　　　　,6547,6725,13272,371,1015,227,106
07482矢祭町　　　　　　,2613,2756,5369,124,547,66,40
07483塙町　　　　　　　,4053,4162,8215,184,659,124,49
07484鮫川村　　　　　　,1531,1500,3031,65,305,35,20
07501石川町　　　　　　,7296,7237,14533,316,1148,213,98
07502玉川村　　　　　　,3156,3165,6321,191,461,89,43
07503平田村　　　　　　,2817,2889,5706,109,455,85,43
07504浅川町　　　　　　,3027,2985,6012,139,499,81,38
07505古殿町　　　　　　,2356,2411,4767,90,454,43,19
07521三春町　　　　　　,8430,8530,16960,415,1183,199,96
07522小野町　　　　　　,4590,4738,9328,198,825,116,61
07541広野町　　　　　　,3256,2081,5337,111,317,79,24
07542楢葉町　　　　　　,2133,1555,3688,177,494,128,66
07543富岡町　　　　　　,1539,579,2118,257,784,190,97
07544川内村　　　　　　,1032,978,2010,35,274,52,16
07545大熊町　　　　　　,753,93,846,292,558,159,75
07546双葉町　　　　　　,-,-,0,135,417,88,42
07547浪江町　　　　　　,1347,571,1918,364,1273,276,117
07548葛尾村　　　　　　,238,178,416,37,132,28,15
07561新地町　　　　　　,3912,3943,7855,250,587,124,68
07564飯舘村　　　　　　,661,638,1299,100,445,65,34
08茨城県　　　　　　　 ,1397039,1404601,2801640,87168,170368,55408,21777
0831水戸市保健所　　　 ,130929,136090,267019,10097,14753,6458,2214
0855日立保健所　　　　 ,120601,121105,241706,6204,16209,4210,1573
0857潮来保健所　　　　 ,132945,127691,260636,8264,16685,5455,2287
0858竜ケ崎保健所　　　 ,223941,226865,450806,12713,25161,7905,3422
0859土浦保健所　　　　 ,124056,124554,248610,7225,16288,5026,2155
0862筑西保健所　　　　 ,122432,123343,245775,6575,16889,4134,1947
0865古河保健所　　　　 ,108759,108348,217107,6382,13529,4147,1772
0869つくば保健所　　　 ,168720,168892,337612,14376,15462,8462,2661
0870ひたちなか保健所　 ,173911,174749,348660,10385,22035,6450,2335
0871中央保健所　　　　 ,90745,92964,183709,4947,13357,3161,1411
08201水戸市　　　　　　,130929,136090,267019,10097,14753,6458,2214
08202日立市　　　　　　,86331,86450,172781,4483,11136,3157,1068
08203土浦市　　　　　　,68677,68962,137639,4260,8308,3148,1272
08204古河市　　　　　　,67913,68120,136033,4209,8045,2786,1157
08205石岡市　　　　　　,35610,36304,71914,1956,5204,1224,579
08207結城市　　　　　　,24127,24310,48437,1314,3213,868,362
08208龍ケ崎市　　　　　,36859,37397,74256,1844,4007,1223,611
08210下妻市　　　　　　,20245,20155,40400,1209,2568,793,369
08211常総市　　　　　　,27809,28029,55838,1384,3762,971,440
08212常陸太田市　　　　,23621,24801,48422,1014,4072,561,278
08214高萩市　　　　　　,13669,13819,27488,671,2000,410,191
08215北茨城市　　　　　,20601,20836,41437,1050,3073,643,314
08216笠間市　　　　　　,35409,37020,72429,2071,5004,1248,519
08217取手市　　　　　　,50823,52197,103020,2728,6333,1734,750
08219牛久市　　　　　　,41098,42094,83192,2493,3880,1489,640
08220つくば市　　　　　,116258,116166,232424,10905,9185,6415,1800
08221ひたちなか市　　　,78376,76374,154750,5359,7640,3501,1168
08222鹿嶋市　　　　　　,34031,31960,65991,2149,3860,1401,585
08223潮来市　　　　　　,13484,13753,27237,682,1830,457,201
08224守谷市　　　　　　,33685,33568,67253,2723,2329,1466,437
08225常陸大宮市　　　　,19277,19733,39010,871,3300,502,231
08226那珂市　　　　　　,25896,27334,53230,1581,3330,922,339
08227筑西市　　　　　　,48756,49415,98171,2726,6545,1724,825
08228坂東市　　　　　　,25132,24697,49829,1340,3388,857,379
08229稲敷市　　　　　　,18915,19058,37973,707,3147,536,306
08230かすみがうら市　　,19769,19288,39057,1009,2776,654,304
08231桜川市　　　　　　,19214,19614,38828,781,3126,473,244
08232神栖市　　　　　　,48174,44584,92758,3634,4626,2472,967
08233行方市　　　　　　,15482,15772,31254,717,2864,406,199
08234鉾田市　　　　　　,21774,21622,43396,1082,3505,719,335
08235つくばみらい市　　,24653,24697,49350,2087,2515,1076,421
08236小美玉市　　　　　,23773,23657,47430,1478,3222,986,422
08302茨城町　　　　　　,15242,15603,30845,779,2278,495,234
08309大洗町　　　　　　,7427,7547,14974,295,1263,193,133
08310城里町　　　　　　,8894,9137,18031,324,1590,239,103
08341東海村　　　　　　,19072,18522,37594,1310,1814,790,232
08364大子町　　　　　　,7669,7985,15654,250,1879,174,87
08442美浦村　　　　　　,7345,6946,14291,371,969,293,139
08443阿見町　　　　　　,23844,23753,47597,1516,2667,924,385
08447河内町　　　　　　,4007,4117,8124,146,741,91,65
08521八千代町　　　　　,10090,9849,19939,545,1437,276,147
08542五霞町　　　　　　,3986,3962,7948,134,586,84,36
08546境町　　　　　　　,11728,11569,23297,699,1510,420,200
08564利根町　　　　　　,7365,7735,15100,185,1088,149,89
09栃木県　　　　　　　 ,943800,947596,1891396,59904,113429,38431,14767
0931宇都宮市保健所　　 ,255373,253756,509129,18997,24971,12761,4057
0962県西保健所　　　　 ,83301,86051,169352,4561,12247,2827,1328
0963県東保健所　　　　 ,67644,66558,134202,3963,8763,2341,1017
0964県南保健所　　　　 ,231727,232205,463932,14892,26698,9176,3542
0965県北保健所　　　　 ,181038,180398,361436,10612,22733,6677,2820
0966安足保健所　　　　 ,124717,128628,253345,6879,18017,4649,2003
09201宇都宮市　　　　　,255373,253756,509129,18997,24971,12761,4057
09202足利市　　　　　　,68720,71287,140007,3501,10172,2519,1122
09203栃木市　　　　　　,74927,76421,151348,4183,10462,2594,1069
09204佐野市　　　　　　,55997,57341,113338,3378,7845,2130,881
09205鹿沼市　　　　　　,45848,46771,92619,2731,6174,1644,746
09206日光市　　　　　　,37453,39280,76733,1830,6073,1183,582
09208小山市　　　　　　,80727,79131,159858,5752,8267,3610,1378
09209真岡市　　　　　　,37864,36953,74817,2549,4357,1525,621
09210大田原市　　　　　,34854,36079,70933,2094,4317,1273,500
09211矢板市　　　　　　,15299,15560,30859,720,2063,475,243
09213那須塩原市　　　　,56236,56761,112997,3722,6159,2287,1064
09214さくら市　　　　　,22899,21233,44132,1614,2352,954,338
09215那須烏山市　　　　,12273,12375,24648,500,2211,307,131
09216下野市　　　　　　,29141,29648,58789,2076,2925,1274,378
09301上三川町　　　　　,15607,14813,30420,1085,1467,597,255
09342益子町　　　　　　,10794,10906,21700,481,1467,318,158
09343茂木町　　　　　　,5841,5956,11797,179,1173,122,48
09344市貝町　　　　　　,5667,5422,11089,293,723,182,79
09345芳賀町　　　　　　,7478,7321,14799,461,1043,194,111
09361壬生町　　　　　　,19109,19820,38929,1099,2168,676,300
09364野木町　　　　　　,12216,12372,24588,697,1409,425,162
09384塩谷町　　　　　　,5120,5181,10301,165,925,123,92
09386高根沢町　　　　　,15037,13766,28803,1093,1513,781,191
09407那須町　　　　　　,11692,12000,23692,437,1849,285,164
09411那珂川町　　　　　,7628,7443,15071,267,1344,192,97
10群馬県　　　　　　　 ,928834,950986,1879820,58407,120370,36861,14579
1031前橋市保健所　　　 ,158443,166453,324896,10897,19897,6819,2497
1032高崎市保健所　　　 ,180079,187135,367214,12726,21328,7870,2900
1054伊勢崎保健所　　　 ,116600,117238,233838,8464,12769,5584,2120
1056渋川保健所　　　　 ,53711,55774,109485,3401,7459,2059,781
1057藤岡保健所　　　　 ,31790,33431,65221,1619,4458,1030,447
1058富岡保健所　　　　 ,33124,33992,67116,1451,5720,875,370
1060吾妻保健所　　　　 ,25045,25475,50520,1105,4429,709,328
1061利根沼田保健所　　 ,36668,38989,75657,1831,6165,1152,510
1062館林保健所　　　　 ,84621,82173,166794,4480,10206,3018,1255
1064桐生保健所　　　　 ,74830,78844,153674,3683,11777,2366,1098
1065太田保健所　　　　 ,107280,103729,211009,7541,11790,4624,1900
1066安中保健所　　　　 ,26643,27753,54396,1209,4372,755,373
10201前橋市　　　　　　,158443,166453,324896,10897,19897,6819,2497
10202高崎市　　　　　　,180079,187135,367214,12726,21328,7870,2900
10203桐生市　　　　　　,50635,54113,104748,2158,8720,1454,712
10204伊勢崎市　　　　　,99494,99275,198769,7303,11095,4839,1847
10205太田市　　　　　　,107280,103729,211009,7541,11790,4624,1900
10206沼田市　　　　　　,21659,23094,44753,1112,3411,751,339
10207館林市　　　　　　,36391,36282,72673,1878,4496,1337,525
10208渋川市　　　　　　,36053,37750,73803,1853,5759,1216,467
10209藤岡市　　　　　　,30427,32049,62476,1575,4074,997,435
10210富岡市　　　　　　,23068,23567,46635,1061,3638,625,282
10211安中市　　　　　　,26643,27753,54396,1209,4372,755,373
10212みどり市　　　　　,24195,24731,48926,1525,3057,912,386
10344榛東村　　　　　　,7108,6939,14047,494,733,307,118
10345吉岡町　　　　　　,10550,11085,21635,1054,967,536,196
10366上野村　　　　　　,573,538,1111,31,119,16,5
10367神流町　　　　　　,790,844,1634,13,265,17,7
10382下仁田町　　　　　,3216,3329,6545,72,841,70,25
10383南牧村　　　　　　,759,847,1606,11,275,18,2
10384甘楽町　　　　　　,6081,6249,12330,307,966,162,61
10421中之条町　　　　　,7413,7777,15190,355,1362,197,92
10424長野原町　　　　　,2497,2539,5036,116,414,87,41
10425嬬恋村　　　　　　,4410,4296,8706,237,694,151,54
10426草津町　　　　　　,2929,2853,5782,101,499,100,42
10428高山村　　　　　　,1620,1698,3318,91,300,52,28
10429東吾妻町　　　　　,6176,6312,12488,205,1160,122,71
10443片品村　　　　　　,1921,2030,3951,80,370,56,17
10444川場村　　　　　　,1589,1881,3470,69,247,40,20
10448昭和村　　　　　　,3266,3251,6517,203,506,86,46
10449みなかみ町　　　　,8233,8733,16966,367,1631,219,88
10464玉村町　　　　　　,17106,17963,35069,1161,1674,745,273
10521板倉町　　　　　　,6897,6893,13790,209,1045,125,76
10522明和町　　　　　　,5336,5270,10606,293,670,167,79
10523千代田町　　　　　,5320,5202,10522,279,685,174,93
10524大泉町　　　　　　,18195,16157,34352,1190,1773,844,319
10525邑楽町　　　　　　,12482,12369,24851,631,1537,371,163
11埼玉県　　　　　　　 ,3559650,3599437,7159087,235742,365406,152844,55327
1101さいたま市保健所　 ,640115,656982,1297097,49636,58379,31635,9241
1132川越市保健所　　　 ,172725,173062,345787,11327,17507,7257,2647
1133越谷市保健所　　　 ,165555,169459,335014,12116,15680,7688,2710
1134川口市保健所　　　 ,280428,276895,557323,19785,28536,14450,5214
1155朝霞保健所　　　　 ,353667,358734,712401,26552,31842,16401,5452
1156鴻巣保健所　　　　 ,257893,263076,520969,15845,26795,9955,3866
1161東松山保健所　　　 ,102430,101523,203953,5244,12397,3178,1347
1162秩父保健所　　　　 ,46016,47886,93902,2242,7611,1273,606
1163本庄保健所　　　　 ,64351,64697,129048,3615,8824,2204,1023
1164熊谷保健所　　　　 ,179877,181255,361132,10648,22292,6705,2636
1168加須保健所　　　　 ,118092,119634,237726,6191,14521,3903,1930
1169春日部保健所　　　 ,125729,128506,254235,6841,14097,4635,2084
1171幸手保健所　　　　 ,191931,194220,386151,10691,21530,6544,2668
1174坂戸保健所　　　　 ,111716,113526,225242,5586,12177,3817,1752
1175草加保健所　　　　 ,271700,266630,538330,19157,24819,13046,4751
1176狭山保健所　　　　 ,375406,383910,759316,22044,39959,14023,5658
1177南部保健所　　　　 ,102019,99442,201461,8222,8440,6130,1742
11100さいたま市　　　　,640115,656982,1297097,49636,58379,31635,9241
11101さいたま市西区　　,45343,47113,92456,3917,4754,2121,745
11102さいたま市北区　　,72121,74184,146305,5271,6304,3696,1015
11103さいたま市大宮区　,57034,57893,114927,4600,5389,3470,822
11104さいたま市見沼区　,79281,82687,161968,5152,8231,3107,1268
11105さいたま市中央区　,50128,51242,101370,3937,4094,2896,602
11106さいたま市桜区　　,48418,47503,95921,2954,4166,2150,733
11107さいたま市浦和区　,78067,83524,161591,6740,6326,4150,917
11108さいたま市南区　　,92907,93465,186372,8515,6997,5405,1308
11109さいたま市緑区　　,62342,64181,126523,5285,5497,2766,954
11110さいたま市岩槻区　,54474,55190,109664,3265,6621,1874,877
11201川越市　　　　　　,172725,173062,345787,11327,17507,7257,2647
11202熊谷市　　　　　　,95454,95600,191054,5585,11660,3753,1393
11203川口市　　　　　　,280428,276895,557323,19785,28536,14450,5214
11206行田市　　　　　　,37956,39110,77066,1904,4981,1276,675
11207秩父市　　　　　　,28873,30264,59137,1565,4573,861,402
11208所沢市　　　　　　,165352,171339,336691,10708,16653,7020,2522
11209飯能市　　　　　　,39791,39568,79359,2073,4592,1152,528
11210加須市　　　　　　,54770,54575,109345,2913,6299,1751,857
11211本庄市　　　　　　,37892,38083,75975,2264,4858,1385,620
11212東松山市　　　　　,44678,44364,89042,2724,4663,1718,603
11214春日部市　　　　　,111682,114614,226296,6238,12565,4229,1815
11215狭山市　　　　　　,72929,73092,146021,4070,8199,2727,1087
11216羽生市　　　　　　,25366,25949,51315,1374,3241,876,398
11217鴻巣市　　　　　　,56747,58258,115005,3313,6031,1984,781
11218深谷市　　　　　　,68607,69610,138217,4262,8372,2471,992
11219上尾市　　　　　　,110399,112626,223025,7281,11161,4567,1716
11221草加市　　　　　　,121736,119420,241156,7617,11273,5477,2010
11222越谷市　　　　　　,165555,169459,335014,12116,15680,7688,2710
11223蕨市　　　　　　　,34140,33630,67770,2259,3581,2049,515
11224戸田市　　　　　　,67879,65812,133691,5963,4859,4081,1227
11225入間市　　　　　　,70712,72763,143475,3938,7409,2348,1100
11227朝霞市　　　　　　,68786,68503,137289,6205,5311,3943,999
11228志木市　　　　　　,36104,37434,73538,2904,3373,1655,581
11229和光市　　　　　　,41952,39811,81763,3676,2675,2770,653
11230新座市　　　　　　,80032,82346,162378,5295,7665,3020,1266
11231桶川市　　　　　　,36505,37411,73916,2123,3999,1377,524
11232久喜市　　　　　　,73224,74341,147565,4063,8072,2413,977
11233北本市　　　　　　,31961,32678,64639,1711,3764,1129,446
11234八潮市　　　　　　,45968,43458,89426,3770,3850,2902,883
11235富士見市　　　　　,53638,55456,109094,3958,5243,2442,902
11237三郷市　　　　　　,68958,68375,137333,5061,6714,3035,1256
11238蓮田市　　　　　　,30163,30727,60890,1770,3391,1191,415
11239坂戸市　　　　　　,48544,48817,97361,2592,5056,1713,841
11240幸手市　　　　　　,24443,24575,49018,977,3055,651,373
11241鶴ケ島市　　　　　,33927,34804,68731,2070,3359,1350,509
11242日高市　　　　　　,26622,27148,53770,1255,3106,776,421
11243吉川市　　　　　　,35038,35377,70415,2709,2982,1632,602
11245ふじみ野市　　　　,54580,56079,110659,3531,5607,2084,804
11246白岡市　　　　　　,25487,26166,51653,1892,2656,1081,352
11301伊奈町　　　　　　,22281,22103,44384,1417,1840,898,399
11324三芳町　　　　　　,18575,19105,37680,983,1968,487,247
11326毛呂山町　　　　　,17298,17521,34819,543,2044,458,239
11327越生町　　　　　　,5442,5462,10904,193,757,163,81
11341滑川町　　　　　　,9793,9429,19222,813,827,288,152
11342嵐山町　　　　　　,8643,8652,17295,359,1164,269,116
11343小川町　　　　　　,14042,14209,28251,455,2167,308,151
11346川島町　　　　　　,9661,9381,19042,367,1218,233,128
11347吉見町　　　　　　,9051,8986,18037,330,1213,228,126
11348鳩山町　　　　　　,6505,6922,13427,188,961,133,82
11349ときがわ町　　　　,5212,5152,10364,161,880,111,64
11361横瀬町　　　　　　,3950,3966,7916,215,694,114,48
11362皆野町　　　　　　,4552,4686,9238,199,793,114,52
11363長瀞町　　　　　　,3308,3475,6783,103,602,69,38
11365小鹿野町　　　　　,5333,5495,10828,160,949,115,66
11369東秩父村　　　　　,1350,1350,2700,35,265,23,7
11381美里町　　　　　　,5448,5454,10902,271,979,163,68
11383神川町　　　　　　,6550,6418,12968,262,1150,161,89
11385上里町　　　　　　,14461,14742,29203,818,1837,495,246
11408寄居町　　　　　　,15816,16045,31861,801,2260,481,251
11442宮代町　　　　　　,16963,16766,33729,1049,1908,625,226
11464杉戸町　　　　　　,21651,21645,43296,940,2448,583,325
11465松伏町　　　　　　,14047,13892,27939,603,1532,406,269
12千葉県　　　　　　　 ,3039216,3082989,6122205,199763,321185,130905,47125
1201千葉市保健所　　　 ,467453,479116,946569,30274,47875,20457,7332
1232船橋市保健所　　　 ,309409,314420,623829,21966,28481,15351,4428
1233柏市保健所　　　　 ,206125,210725,416850,15048,19331,8795,3332
1252市川保健所　　　　 ,323539,322015,645554,24950,24464,19173,4791
1253松戸保健所　　　　 ,398393,407773,806166,29987,39049,18244,5987
1254野田保健所　　　　 ,74408,74740,149148,3896,8552,2546,1343
1255印旛保健所　　　　 ,345360,352010,697370,21344,34528,12454,5719
1260長生保健所　　　　 ,69805,71892,141697,3359,10591,2260,1123
1261夷隅保健所　　　　 ,33306,34190,67496,1137,6443,771,431
1262市原保健所　　　　 ,135711,127855,263566,7897,14943,5350,2266
1263君津保健所　　　　 ,162079,157997,320076,10456,19294,6637,2729
1269習志野保健所　　　 ,233947,240006,473953,16814,21800,10247,3512
1270香取保健所　　　　 ,51213,52212,103425,2195,8485,1420,650
1271海匝保健所　　　　 ,74853,78342,153195,3475,12379,2392,1081
1272山武保健所　　　　 ,96571,97965,194536,4412,13852,3046,1653
1273安房保健所　　　　 ,57044,61731,118775,2553,11118,1762,748
12100千葉市　　　　　　,467453,479116,946569,30274,47875,20457,7332
12101千葉市中央区　　　,102843,102279,205122,7658,10410,6403,1771
12102千葉市花見川区　　,84846,87753,172599,5168,9219,3670,1259
12103千葉市稲毛区　　　,78173,78073,156246,4777,7850,3138,1129
12104千葉市若葉区　　　,71154,71971,143125,4252,8978,2945,1295
12105千葉市緑区　　　　,62379,65511,127890,4668,5636,2433,976
12106千葉市美浜区　　　,68058,73529,141587,3751,5782,1868,902
12202銚子市　　　　　　,27125,29088,56213,874,5178,723,370
12203市川市　　　　　　,242076,236249,478325,19098,19544,14938,3573
12204船橋市　　　　　　,309409,314420,623829,21966,28481,15351,4428
12205館山市　　　　　　,21761,23038,44799,1117,3759,782,342
12206木更津市　　　　　,67360,66282,133642,4779,7311,3112,1286
12207松戸市　　　　　　,238782,241958,480740,16125,24103,10937,3781
12208野田市　　　　　　,74408,74740,149148,3896,8552,2546,1343
12210茂原市　　　　　　,42139,43312,85451,2214,5909,1511,704
12211成田市　　　　　　,63147,63773,126920,4333,5785,3043,1071
12212佐倉市　　　　　　,80880,84536,165416,4161,9015,2671,1208
12213東金市　　　　　　,28456,28123,56579,1433,3462,1060,562
12215旭市　　　　　　　,30641,31708,62349,1871,4369,1168,482
12216習志野市　　　　　,85787,85922,171709,6390,7210,3885,1134
12217柏市　　　　　　　,206125,210725,416850,15048,19331,8795,3332
12218勝浦市　　　　　　,8613,8148,16761,247,1579,183,111
12219市原市　　　　　　,135711,127855,263566,7897,14943,5350,2266
12220流山市　　　　　　,96897,99813,196710,10248,7978,5048,1341
12221八千代市　　　　　,95342,98653,193995,7024,9057,4082,1579
12222我孫子市　　　　　,62714,66002,128716,3614,6968,2259,865
12223鴨川市　　　　　　,15027,16552,31579,834,2870,537,193
12224鎌ケ谷市　　　　　,52818,55431,108249,3400,5533,2280,799
12225君津市　　　　　　,41623,39755,81378,2365,5153,1587,649
12226富津市　　　　　　,21248,20698,41946,747,3605,601,301
12227浦安市　　　　　　,81463,85766,167229,5852,4920,4235,1218
12228四街道市　　　　　,44998,46224,91222,3340,4450,1686,768
12229袖ケ浦市　　　　　,31848,31262,63110,2565,3225,1337,493
12230八街市　　　　　　,32956,32145,65101,1397,4050,1051,697
12231印西市　　　　　　,49642,50886,100528,4300,3943,1333,702
12232白井市　　　　　　,30227,31002,61229,1664,2708,841,484
12233富里市　　　　　　,23782,23064,46846,1367,2383,1217,513
12234南房総市　　　　　,16916,18551,35467,508,3708,372,173
12235匝瑳市　　　　　　,17087,17546,34633,730,2832,501,229
12236香取市　　　　　　,35246,36193,71439,1543,5736,1004,422
12237山武市　　　　　　,23704,23796,47500,967,3705,650,370
12238いすみ市　　　　　,17185,17916,35101,691,3180,438,243
12239大網白里市　　　　,23322,24192,47514,1194,3007,751,389
12322酒々井町　　　　　,9949,10279,20228,434,984,344,119
12329栄町　　　　　　　,9779,10101,19880,348,1210,268,157
12342神崎町　　　　　　,2860,2825,5685,127,489,82,36
12347多古町　　　　　　,6699,6614,13313,266,1117,181,98
12349東庄町　　　　　　,6408,6580,12988,259,1143,153,94
12403九十九里町　　　　,7055,7283,14338,200,1339,197,102
12409芝山町　　　　　　,3397,3450,6847,118,526,91,66
12410横芝光町　　　　　,10637,11121,21758,500,1813,297,164
12421一宮町　　　　　　,5775,5993,11768,315,892,209,93
12422睦沢町　　　　　　,3248,3470,6718,152,570,66,44
12423長生村　　　　　　,6772,6943,13715,247,967,194,106
12424白子町　　　　　　,5081,5141,10222,200,936,127,89
12426長柄町　　　　　　,3269,3382,6651,105,552,75,46
12427長南町　　　　　　,3521,3651,7172,126,765,78,41
12441大多喜町　　　　　,4261,4532,8793,116,917,75,50
12443御宿町　　　　　　,3247,3594,6841,83,767,75,27
12463鋸南町　　　　　　,3340,3590,6930,94,781,71,40
13東京都　　　　　　　 ,6623630,6860398,13484028,495130,628255,387698,105056
1327世田谷保健所　　　 ,433841,486679,920520,33852,35600,27612,6535
1331渋谷区保健所　　　 ,111889,121110,232999,9621,8301,9627,2105
1337池袋保健所　　　　 ,137290,136749,274039,9496,12379,10229,2152
1342荒川区保健所　　　 ,99114,100534,199648,7913,10717,6727,1695
1348足立保健所　　　　 ,331550,329264,660814,21939,37901,17561,6112
1350葛飾区保健所　　　 ,216217,216734,432951,15519,24539,11159,3755
1352江戸川保健所　　　 ,333203,327646,660849,24945,31142,17041,6068
1354台東保健所　　　　 ,101397,95721,197118,7636,10150,9122,1748
1355目黒区保健所　　　 ,130733,147768,278501,11388,10710,11061,2365
1356大田区保健所　　　 ,357559,358951,716510,26629,34260,22864,5361
1357杉並保健所　　　　 ,275548,297919,573467,21332,23861,17773,3597
1358北区保健所　　　　 ,166155,168683,334838,13026,18810,10929,2389
1359板橋区保健所　　　 ,270121,280661,550782,19333,27104,16076,4343
1360みなと保健所　　　 ,113176,127906,241082,13049,8203,9886,2658
1361中野区保健所　　　 ,163057,163135,326192,11963,14307,12800,2608
1362新宿区保健所　　　 ,155373,155455,310828,11696,13912,12566,2693
1363品川区保健所　　　 ,201761,206623,408384,18170,16367,15417,3161
1364千代田保健所　　　 ,32181,31764,63945,3041,2084,3053,610
1365練馬区保健所　　　 ,352097,379595,731692,26985,32633,18810,5326
1366文京保健所　　　　 ,110277,118895,229172,9782,8447,7600,1430
1367墨田区保健所　　　 ,130152,131123,261275,11439,12847,11909,2353
1368江東区保健所　　　 ,243913,250397,494310,20134,21298,14951,4184
1369中央区保健所　　　 ,77311,84480,161791,10004,4793,8166,1760
1371多摩府中保健所　　 ,506930,532936,1039866,38353,43790,25551,6669
1372西多摩保健所　　　 ,184702,185413,370115,9741,24944,6472,3212
1373八王子市保健所　　 ,284733,281095,565828,14883,28541,9699,4311
1375町田市保健所　　　 ,207067,216839,423906,12024,21077,7008,2980
1385島しょ保健所　　　 ,12793,11414,24207,765,2011,499,218
1391南多摩保健所　　　 ,209509,213056,422565,13874,18727,8080,2809
1392多摩立川保健所　　 ,317810,325915,643725,22425,31620,14128,4896
1397多摩小平保健所　　 ,356171,375938,732109,24173,37180,13322,4953
13100東京都の区部　　　,4543915,4717792,9261707,358892,420365,302939,75008
13101千代田区　　　　　,32181,31764,63945,3041,2084,3053,610
13102中央区　　　　　　,77311,84480,161791,10004,4793,8166,1760
13103港区　　　　　　　,113176,127906,241082,13049,8203,9886,2658
13104新宿区　　　　　　,155373,155455,310828,11696,13912,12566,2693
13105文京区　　　　　　,110277,118895,229172,9782,8447,7600,1430
13106台東区　　　　　　,101397,95721,197118,7636,10150,9122,1748
13107墨田区　　　　　　,130152,131123,261275,11439,12847,11909,2353
13108江東区　　　　　　,243913,250397,494310,20134,21298,14951,4184
13109品川区　　　　　　,201761,206623,408384,18170,16367,15417,3161
13110目黒区　　　　　　,130733,147768,278501,11388,10710,11061,2365
13111大田区　　　　　　,357559,358951,716510,26629,34260,22864,5361
13112世田谷区　　　　　,433841,486679,920520,33852,35600,27612,6535
13113渋谷区　　　　　　,111889,121110,232999,9621,8301,9627,2105
13114中野区　　　　　　,163057,163135,326192,11963,14307,12800,2608
13115杉並区　　　　　　,275548,297919,573467,21332,23861,17773,3597
13116豊島区　　　　　　,137290,136749,274039,9496,12379,10229,2152
13117北区　　　　　　　,166155,168683,334838,13026,18810,10929,2389
13118荒川区　　　　　　,99114,100534,199648,7913,10717,6727,1695
13119板橋区　　　　　　,270121,280661,550782,19333,27104,16076,4343
13120練馬区　　　　　　,352097,379595,731692,26985,32633,18810,5326
13121足立区　　　　　　,331550,329264,660814,21939,37901,17561,6112
13122葛飾区　　　　　　,216217,216734,432951,15519,24539,11159,3755
13123江戸川区　　　　　,333203,327646,660849,24945,31142,17041,6068
13201八王子市　　　　　,284733,281095,565828,14883,28541,9699,4311
13202立川市　　　　　　,89220,90129,179349,6321,9011,4305,1426
13203武蔵野市　　　　　,70221,76586,146807,5648,6131,4289,870
13204三鷹市　　　　　　,92539,98949,191488,6865,8052,4582,1117
13205青梅市　　　　　　,65810,65809,131619,3060,8991,2092,1071
13206府中市　　　　　　,128806,128415,257221,8900,11201,5680,1798
